member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
Nottage International~2164~The Range 2017~~~~21M634~Gosfield Ballpoint Pen~21M634~21M21M634~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Matt | silver | finish | with | shiny | silver | accents | Pen |  Silver~~~Matt silver finish with shiny silver accents. Supplied with black ink.~~Engraves shiny silver.~metal/Matt silver finish~140mm(h) x 13mm Ø~Polybag~634.jpg~634_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~36.94~25~22.4~50~17.28~100~13.67~250~11.35~500~10.12~1000~9.06~2500~8.89~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~215~15.2~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?634
Nottage International~2164~The Range 2017~~~~21M634~Gosfield Ballpoint Pen~21M634~21M21M634~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Matt | silver | finish | with | shiny | silver | accents | Pen |  Silver~~~Matt silver finish with shiny silver accents. Supplied with black ink.~~Engraves shiny silver.~metal/Matt silver finish~140mm(h) x 13mm Ø~Polybag~634.jpg~634_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~16.78~25~15.05~50~14.36~100~12.65~250~11.69~500~10.35~1000~9.24~2500~8.96~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~360~360~215~15.2~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?634
Nottage International~2164~The Range 2017~~~~21M639~Carbon Fibre Silver Ballpoint Pen~21M639~21M21M639~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Carbon |  Pen |  Silver |  ballpoint |  pen |  Silver |  Metal |  pen |  with |  woven |  patterned |  fabric |  captured |  under |  the |  glass |  shiny |  silver |  accents~~~Silver carbon fibre ballpoint pen with matt silver finish. Supplied with Black ink.~~Engraves silver~Metal pen with woven patterned fabric captured under the glass  shiny silver accents~140mm(h) x 12mm Ø~Polybag~639.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 40mm(w) x 8mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~24.95~25~17.68~50~15.12~100~12.78~250~11.23~500~10.02~1000~9~2500~8.92~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~230~15.3~400~0.029808~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?639
Nottage International~2164~The Range 2017~~~~21M639~Carbon Fibre Silver Ballpoint Pen~21M639~21M21M639~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Carbon |  Pen |  Silver |  ballpoint |  pen |  Silver |  Metal |  pen |  with |  woven |  patterned |  fabric |  captured |  under |  the |  glass |  shiny |  silver |  accents~~~Silver carbon fibre ballpoint pen with matt silver finish. Supplied with Black ink.~~Engraves silver~Metal pen with woven patterned fabric captured under the glass  shiny silver accents~140mm(h) x 12mm Ø~Polybag~639.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 40mm(w) x 8mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~37.4~25~22.87~50~17.1~100~14.08~250~11.74~500~10.47~1000~9.36~2500~9.19~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~230~15.3~400~0.029808~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?639
Nottage International~2164~The Range 2017~~~~21M639~Carbon Fibre Silver Ballpoint Pen~21M639~21M21M639~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Carbon |  Pen |  Silver |  ballpoint |  pen |  Silver |  Metal |  pen |  with |  woven |  patterned |  fabric |  captured |  under |  the |  glass |  shiny |  silver |  accents~~~Silver carbon fibre ballpoint pen with matt silver finish. Supplied with Black ink.~~Engraves silver~Metal pen with woven patterned fabric captured under the glass  shiny silver accents~140mm(h) x 12mm Ø~Polybag~639.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 40mm(w) x 8mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~17.25~25~15.52~50~14.83~100~13.07~250~12.08~500~10.69~1000~9.54~2500~9.26~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~360~360~230~15.3~400~0.029808~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?639
Nottage International~2164~The Range 2017~~~~21M650~Argento Metal Mechanical Pencil~21M650~21M21M650~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Super Sale - All Items |  Pencils |  Metal |  Pencil |  Silver |  Metal~~~Matt chrome finish with shiny silver accents.~~Engraves silver on upper barrel~Metal~136mm(h) x 12mm Ø~Polybag~650.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 30mm(w) x 7mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~18.32~25~11.05~50~8.49~100~6.97~250~5.77~500~5.37~1000~4.8~2500~4.38~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~215~16~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?650
Nottage International~2164~The Range 2017~~~~21M650~Argento Metal Mechanical Pencil~21M650~21M21M650~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Super Sale - All Items |  Pencils |  Metal |  Pencil |  Silver |  Metal~~~Matt chrome finish with shiny silver accents.~~Engraves silver on upper barrel~Metal~136mm(h) x 12mm Ø~Polybag~650.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 30mm(w) x 7mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~30.78~25~16.24~50~11.12~100~8.32~250~6.3~500~5.85~1000~5.19~2500~4.65~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~215~16~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?650
Nottage International~2164~The Range 2017~~~~21M650~Argento Metal Mechanical Pencil~21M650~21M21M650~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Super Sale - All Items |  Pencils |  Metal |  Pencil |  Silver |  Metal~~~Matt chrome finish with shiny silver accents.~~Engraves silver on upper barrel~Metal~136mm(h) x 12mm Ø~Polybag~650.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser/Pad: 30mm(w) x 7mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~10.62~25~8.89~50~8.2~100~7.27~250~6.65~500~6.1~1000~5.38~2500~4.72~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~360~360~215~16~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?650
Nottage International~2164~The Range 2017~~~~21M6650-08~Step-On! (Pedometer)~21M6650-08~21M21M6650-08~New/Home | ~Outdoors | Fitness~Fitness & Recreation |  Pedometers |  ABS Plastic |  Black Solid |  Blue |  Red~~~Step-On! (Pedometer) Clip pedometer to belt or shoe laces and get going. Counts steps up to 99,999. Includes instruction manual and button cell battery.~~~ABS Plastic~44mm(h) x 35mm(w) x 17mm(l)~Bulk~6650-08BK_1.jpg~6650-08BL_B.jpg | 6650-08BK_A.jpg | 6650-08BK_B.jpg | 6650-08BK_D.jpg | 6650-08BL_D-2.jpg | 6650-08BL_D.jpg | ~~Black Solid |  Blue |  Red~Black Solid |  Blue |  Red~~~~~~Colour Print  |  Full Colour Print ~Colour Print (Centered on front below display): 1cm(h) x 2.2cm(l)~~~Last created : 26/Aug/16~~~Item + Small Full Colour Digital Print~1 position~Full Colour~Direct Digital Print - Small~Digital Direct Print - Full Colour~Max Dec Area = 24 x 10mm H~10~~10~4.45~25~4.15~50~3.86~100~7.56~250~6.73~500~5.97~1000~4.8~2500~4.15~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 + $40.00 (if job proceeds)~520~270~280~7.5~400~0.039312~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?6650-08
Nottage International~2164~The Range 2017~~~~21M669~Berlin Smooth Twist Action Mechanical Pencil~21M669~21M21M669~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Pencils |  Mechanical |  pencil |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt silver finish with shiny silver accents.~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~669.jpg~669_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~25.73~25~18.46~50~15.9~100~13.5~250~11.89~500~10.6~1000~9.54~2500~9.46~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~19.5~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?669
Nottage International~2164~The Range 2017~~~~21M669~Berlin Smooth Twist Action Mechanical Pencil~21M669~21M21M669~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Pencils |  Mechanical |  pencil |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt silver finish with shiny silver accents.~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~669.jpg~669_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~38.18~25~23.65~50~17.85~100~14.8~250~12.4~500~11.05~1000~9.9~2500~9.74~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~19.5~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?669
Nottage International~2164~The Range 2017~~~~21M669~Berlin Smooth Twist Action Mechanical Pencil~21M669~21M21M669~Writing Instruments/Pencils | ~Writing Instruments | Pencils~Writing Instruments |  Pencils |  Mechanical |  pencil |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt silver finish with shiny silver accents.~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~669.jpg~669_0005.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~18.03~25~16.3~50~15.6~100~13.78~250~12.74~500~11.27~1000~10.08~2500~9.81~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~312~173~325~19.5~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?669
Nottage International~2164~The Range 2017~~~~21M670~Berlin Twist Action Metal Ball Pen~21M670~21M21M670~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Metal ball point pen with matt silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~670.jpg~670_0016.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~24.95~25~17.68~50~15.12~100~12.78~250~11.23~500~10.02~1000~9~2500~8.92~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~17.2~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?670
Nottage International~2164~The Range 2017~~~~21M670~Berlin Twist Action Metal Ball Pen~21M670~21M21M670~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Metal ball point pen with matt silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~670.jpg~670_0016.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~37.4~25~22.87~50~17.1~100~14.08~250~11.74~500~10.47~1000~9.36~2500~9.19~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~17.2~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?670
Nottage International~2164~The Range 2017~~~~21M670~Berlin Twist Action Metal Ball Pen~21M670~21M21M670~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Metal ball point pen with matt silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~138mm(h) x 15mm Ø~Polybag~670.jpg~670_0016.jpg | ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~17.25~25~15.52~50~14.83~100~13.07~250~12.08~500~10.69~1000~9.54~2500~9.26~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~312~173~325~17.2~400~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?670
Nottage International~2164~The Range 2017~~~~21M671~Berlin Lid Top Rollerball Pen~21M671~21M21M671~Writing Instruments/Rollerball Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Rollerball Pen |  Roller |  ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt Silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~140mm(h) x 15mm Ø~Polybag~671.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~26.11~25~18.84~50~16.28~100~13.85~250~12.21~500~10.9~1000~9.81~2500~9.72~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~20~500~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?671
Nottage International~2164~The Range 2017~~~~21M671~Berlin Lid Top Rollerball Pen~21M671~21M21M671~Writing Instruments/Rollerball Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Rollerball Pen |  Roller |  ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt Silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~140mm(h) x 15mm Ø~Polybag~671.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~38.56~25~24.03~50~18.22~100~15.15~250~12.73~500~11.35~1000~10.17~2500~10~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~312~173~325~20~500~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?671
Nottage International~2164~The Range 2017~~~~21M671~Berlin Lid Top Rollerball Pen~21M671~21M21M671~Writing Instruments/Rollerball Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Rollerball Pen |  Roller |  ball |  pen |  desk |  writing |  instrument |  matt |  silver |  office |  Silver |  Matt |  Silver |  finish |  with |  shiny |  silver |  accents~~~Matt Silver finish with shiny silver accents. Supplied with Black ink~~Engraves shiny silver.~Matt Silver finish with shiny silver accents~140mm(h) x 15mm Ø~Polybag~671.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box.  Blackening $0.40 additional~10~~10~18.41~25~16.68~50~15.99~100~14.13~250~13.06~500~11.57~1000~10.35~2500~10.07~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~312~173~325~20~500~0.0175422~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?671
Nottage International~2164~The Range 2017~~~~21M672~Berlin Twist Action Metal Ball Pen~21M672~21M21M672~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  gloss |  black |  office |  Black |  with |  silver |  accents |  In |  gloss |  black |  with |  shiny |  silver |  accents.~~~Twist action metal ball point pen in black with shiny silver accents. Supplied with Black ink~~Engraves silver~In gloss black with shiny silver accents.~138mm(h) x 15mm Ø~Polybag~672.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~24.95~25~17.68~50~15.12~100~12.78~250~11.23~500~10.02~1000~9~2500~8.92~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~215~18.2~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?672
Nottage International~2164~The Range 2017~~~~21M672~Berlin Twist Action Metal Ball Pen~21M672~21M21M672~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  gloss |  black |  office |  Black |  with |  silver |  accents |  In |  gloss |  black |  with |  shiny |  silver |  accents.~~~Twist action metal ball point pen in black with shiny silver accents. Supplied with Black ink~~Engraves silver~In gloss black with shiny silver accents.~138mm(h) x 15mm Ø~Polybag~672.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~37.4~25~22.87~50~17.1~100~14.08~250~11.74~500~10.47~1000~9.36~2500~9.19~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~360~360~215~18.2~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?672
Nottage International~2164~The Range 2017~~~~21M672~Berlin Twist Action Metal Ball Pen~21M672~21M21M672~Writing Instruments/Ballpoint Pens | ~Writing Instruments | Metal Pens~Writing Instruments |  Ballpoint Pen |  Ball |  pen |  desk |  writing |  instrument |  gloss |  black |  office |  Black |  with |  silver |  accents |  In |  gloss |  black |  with |  shiny |  silver |  accents.~~~Twist action metal ball point pen in black with shiny silver accents. Supplied with Black ink~~Engraves silver~In gloss black with shiny silver accents.~138mm(h) x 15mm Ø~Polybag~672.jpg~  ~~~~~~~~~Colour Print  |  Full Colour Print  |  Laser Engrave ~Laser: 40mm(w) x 7mm(h).  Pad: 40mm(w) x 9mm(h)~~~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~Packed into a presentation box~10~~10~17.25~25~15.52~50~14.83~100~13.07~250~12.08~500~10.69~1000~9.54~2500~9.26~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~360~360~215~18.2~400~0.027864~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?672
